time_s,revolutions,thrust,torque,torque_abs,efficiency
0.00797143,0.13285717,0.35097078,-0.035160233,0.035160233,0.19064289
0.00801429,0.1335715,0.35035145,-0.035099045,0.035099045,0.19063823
0.00805714,0.13428567,0.34974459,-0.035039303,0.035039303,0.19063249
0.0081,0.135,0.34914961,-0.034980996,0.034980996,0.1906254
0.00814286,0.13571433,0.34857299,-0.034924523,0.034924523,0.19061831
0.00818571,0.1364285,0.34800473,-0.034868963,0.034868963,0.19061079
0.00822857,0.13714283,0.34744624,-0.034814098,0.034814098,0.19060481
0.00827143,0.13785717,0.34689603,-0.034760076,0.034760076,0.19059872
0.00831429,0.1385715,0.34635322,-0.03470673,0.03470673,0.19059298
0.00835714,0.13928567,0.34581749,-0.034653908,0.034653908,0.19058825
0.0084,0.14,0.34528583,-0.03460135,0.03460135,0.19058429
0.00844286,0.14071433,0.34475815,-0.034548845,0.034548845,0.19058222
0.00848571,0.1414285,0.34421364,-0.034495384,0.034495384,0.19057612
0.00852857,0.14214283,0.34367151,-0.034442448,0.034442448,0.1905684
0.00857143,0.14285717,0.34313455,-0.034390326,0.034390326,0.19055903
0.00861429,0.1435715,0.34260815,-0.034338787,0.034338787,0.19055227
0.00865714,0.14428567,0.34209382,-0.034287492,0.034287492,0.19055085
0.0087,0.145,0.34157608,-0.034235894,0.034235894,0.19054921
0.00874286,0.14571433,0.34106301,-0.0341856,0.0341856,0.19054291
0.00878571,0.1464285,0.34055831,-0.03413666,0.03413666,0.19053371
0.00882857,0.14714283,0.34006008,-0.034088703,0.034088703,0.19052262
0.00887143,0.14785717,0.33956341,-0.034041408,0.034041408,0.19050867
0.00891429,0.1485715,0.33906281,-0.033994087,0.033994087,0.19049262
0.00895714,0.14928567,0.33856837,-0.033946809,0.033946809,0.19047975
0.009,0.15,0.33807891,-0.033900425,0.033900425,0.19046462
0.00904286,0.15071433,0.33758892,-0.033853803,0.033853803,0.19045049
0.00908571,0.1514285,0.33709101,-0.033807314,0.033807314,0.1904311
0.00912857,0.15214283,0.33659536,-0.033761189,0.033761189,0.19041089
0.00917143,0.15285717,0.33611121,-0.033716048,0.033716048,0.19039157
0.00921429,0.1535715,0.33563633,-0.03367211,0.03367211,0.19037066
0.00925714,0.15428567,0.33516342,-0.033628554,0.033628554,0.19034865
0.0093,0.155,0.33468586,-0.033584531,0.033584531,0.19032658
0.00934286,0.15571433,0.33420283,-0.033540008,0.033540008,0.19030418
0.00938571,0.1564285,0.33372667,-0.033495658,0.033495658,0.19028466
0.00942857,0.15714283,0.33323987,-0.03345034,0.03345034,0.19026452
0.00947143,0.15785717,0.33275424,-0.033405534,0.033405534,0.19024207
0.00951429,0.1585715,0.33226438,-0.03336028,0.03336028,0.19021969
0.00955714,0.15928567,0.33178008,-0.033316208,0.033316208,0.1901937
0.0096,0.16,0.33128543,-0.033271527,0.033271527,0.19016517
0.00964286,0.16071433,0.33077634,-0.033225057,0.033225057,0.19013851
0.00968571,0.1614285,0.33026713,-0.03317811,0.03317811,0.19011443
